Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,target
3.267418341641907,-9.551347649079831,30.900615209075816,-1.8376598738158696,-0.7574725815681631,4.258462133737756,clear
6.818495399474652,-3.4690394892865637,-20.674037927936844,-0.8890131157134745,0.21617079059976776,2.0253833242143067,sock
-1.7285542410728627,5.042683993768739,-45.25855817366424,2.4322508529191986,0.04055443041781706,-9.804894107369764,clear
-7.0351139669461995,-1.9578464318116386,-78.66119599031967,6.2196615122845715,0.3370085344198235,-19.89025341824654,clear
-0.9421019586715671,-10.908797691454692,-3.286694027772487,1.0219672838047,-0.933344854445748,-6.415879212707796,clear
1.840948990079466,-18.27235467480462,12.544880998652628,-0.2376415944502515,-1.2104576301914056,-2.773514345292542,clear
-2.252313988739419,10.71037822121532,-44.03448704157242,2.7511499757424756,1.2471226234500248,-4.922654264699336,shoe
-1.9360103611627313,-14.139154128904828,11.993203139768733,0.9953677931546845,-0.8260004412392824,-4.288661759783615,clear
2.1698816092484408,8.252189803503919,3.091295953522764,-1.4373562790037608,-0.6878176411691873,-0.13311487979668704,tissue
7.479254770572167,-9.579323184185121,-10.068225137559336,-1.4152934171494969,-0.3455901184551764,1.8938536320327422,clear
-0.5101286537900033,-16.887809986953,7.240567608529334,0.4705981013280912,-1.7094092319587733,-7.574188534626356,clear
-0.5952247998076122,18.354639322565358,37.45947947242979,-2.3588863094914645,-0.27497093118868354,6.22551732024079,shoe
-1.0630576015533022,11.74874089092601,1.6191232575486918,-0.49456686067327515,-0.6984757973578108,-2.9291811446297817,cable
4.1144374834997395,14.589046488532862,-13.61479584350852,0.6600085333905852,4.72567495639659,19.847829725946944,sock
-5.318692178907089,-3.620494687142343,-44.158711084274394,4.010937911655352,-0.3346164053633952,-14.794331166892832,clear
-2.5657904442735493,-8.169329683825259,-12.856573016162077,1.6063027930838594,-1.3472791304040905,-10.946974769733682,clear
4.723897499932723,11.101646423436115,43.201153640198974,-3.3860344311260713,0.9666311826971432,16.04556153024435,pet_waste
-0.5126326970107099,-3.1203261507511817,24.548241470863772,-0.1392513222475367,0.44153689562715126,4.997646558815139,pet_waste
1.2261710208886858,11.666588729267657,-35.767155314352735,0.3441380749149503,-0.5087394392413843,-7.136233044476991,clear
-1.4789827593274034,-15.35042178383907,30.81859017471981,0.27704281131794517,-0.5361112338951142,0.5929329050558529,clear
-1.501204856706431,37.22446555616566,-10.382117596249063,-1.837804270504247,-1.4364001880871058,-6.361894282524681,cable
6.252148576172073,-7.9734128299960325,7.269007610376505,-1.8443563525942337,-0.42436543830190165,3.862277828577716,clear
-7.431802930847386,-7.638337340202507,-57.70176466403405,5.192902860760492,-1.1198945284970558,-22.43928595175982,pet_waste
3.6092172869086085,1.3867720133215713,14.420468995557558,-1.494291710867456,0.311475895659143,6.500758116078835,tissue
3.3279443627407446,-9.596808490876658,-7.659455887478456,-0.19456810843760222,-0.5871293821927815,-2.138329112050579,clear
-3.0186983486685737,-18.175209148056798,86.01790638783868,-1.5387073700444416,-1.1078547909078456,7.017315313206288,clear
-5.401984961133369,30.593607349278734,11.910100554476806,0.023730064498783232,0.746380443936565,2.322931909766626,shoe
5.333726337564214,2.3383861053427517,23.288626103392968,-2.9732734322427836,-0.68732329435776,5.82398470201936,clear
4.985633736811501,-12.116677294338443,8.256616160963205,-1.2212905992441163,-0.5122407213157207,2.2989113841081905,clear
-6.999746068189308,-6.561647351901865,-28.08381137044946,4.115520565510498,-0.34489556086429096,-13.538382035030534,clear
-3.79523639769232,-12.915395373168511,-28.648219344460184,3.1526197234895252,-0.982318729428492,-13.86831683522619,clear
1.8679866225691644,5.324464340299509,-18.98560227648482,-0.11204911432136797,-0.4140976118930335,-3.6302449278141475,sock
5.197375419375662,5.166913987637608,48.153626005062506,-3.731389717253602,0.17832154043712936,13.852017739997859,tissue
-4.170029601586099,-18.29977411114975,18.978929211434405,1.9102857700460374,-0.4711455821309718,-3.86468202386827,clear
-1.2313295205426453,-10.300859990083978,-1.4571538626000908,1.1042803261759393,-0.7223175040562545,-5.463142358434522,clear
-5.238373464448989,-0.26218290376804204,-22.418485882790684,3.1246666356083947,0.2104084984498167,-8.353297428129894,clear
-0.8507312522792001,6.368363612301539,-19.409299438810795,0.7610309078702417,-0.44250642890446945,-6.055610230958513,clear
-4.631545989505316,-13.272963948463257,2.569449704079328,2.688467669487252,0.11727051287250825,-4.614338396723868,pet_waste
-1.0217086531046449,25.17888441117526,38.63019798462024,-2.0142437369288917,1.2180845383288168,12.377876822629625,shoe
5.4241911312747035,20.48389630145642,32.47227898528934,-4.586541551186655,-0.7568627236887474,8.749348745027257,clear
4.980091924684343,-25.95105562422987,34.663559126473864,-1.5202164247412255,-0.754502287904859,5.136323234349934,clear
-3.3404332812524293,-7.976075748864126,2.5762854829183683,2.0850019279714083,0.51693599746715,-1.552399125764961,clear
-0.7083159675300768,19.82901994277708,-21.98708880839633,-0.4866588845000225,-1.3859867579210634,-8.994507922588868,cable
-3.2385870734774636,3.6450085242404375,9.216808164839227,0.7058652383742664,-0.17882518778527703,-2.0159862529114085,cable
5.515935071006547,-3.6175437545255553,34.27299759496442,-2.3559932577404625,0.9333755983909522,13.79241710777279,pet_waste
-2.7812114745647287,-17.039547842971526,-10.988805967631816,2.1748523710209824,-1.352666461631126,-11.50417958576551,cable
4.055715158187153,-0.5649614532062406,7.388179991055923,-1.5829866670859345,-0.448579877008331,2.498567449443183,clear
-4.4884996369147885,19.23685915551006,-14.28631807362425,1.6805526810112632,1.0983525662184137,-1.2558830508639673,shoe
0.8842449927537432,-2.1896395952734435,-30.653520051924133,1.421633410893023,0.0861688516115289,-5.277363240485704,tissue
2.700463753191593,0.7466659741943695,-7.517509190241554,-0.48229820675809043,-0.21603485861579888,-0.4024238631533811,clear
3.1052047921427297,-4.335847544540829,-27.890452323054262,0.9258038395564326,0.6156666512640319,-0.9976701970320224,tissue
3.4528588525352086,9.888745532154342,25.960198445779206,-1.8885591252424607,1.5614844545010613,13.986870810552112,tissue
-6.796224897608466,-19.190464909835846,-24.60870416789179,4.6068096952361905,-0.5893944756435101,-14.660471609781194,clear
0.9459023280658849,0.09717472876580119,-33.62634894943946,1.1167982177786229,-0.47399005087564827,-7.755493399028277,clear
0.5782940160665219,6.831459457733385,5.820481170788769,-0.7182275883989276,-0.2723441307418947,0.5041879805748524,pet_waste
-3.1119493281357293,-8.864624846929601,-9.570784925228025,2.160360129191181,-0.3565806887035725,-7.037284761556723,clear
-1.465211850713409,-5.107182933716711,-6.199568633608006,0.9169759645088492,-0.9976431424796718,-7.191347594842718,clear
3.2241579333412664,5.303835927815287,48.17800889019078,-3.6158140367357268,-1.0258204094203758,7.534548470287823,clear
0.3932075860513718,1.9555964646019222,-27.836669613606063,1.1904641346710862,0.04998683105372262,-4.991614194142991,clear
0.4233846273982756,5.906892846693571,-49.420994591534225,2.4606478609334705,1.4629048851823028,-3.1760233908641538,shoe
6.065108284040336,4.835395432164104,-4.407633066940852,-2.4864850795962212,-1.201559057625496,-0.44283689227530454,clear
-1.6211246956537395,-7.811831909483175,22.836593164372182,0.824745027054551,0.8950368128077336,5.119094154469726,pet_waste
-3.956375318559631,3.718344835645121,-2.019228737191962,1.4364205068825238,-0.12025548425984098,-4.466126622482765,shoe
1.1706409976517265,-0.4943216335108988,62.80040932492369,-3.015157090144553,-0.7677695460818713,9.016802394440926,clear
1.3579426298143558,15.062499965496645,-30.26353728949963,0.015629401504311344,-0.15600131930354735,-4.381453426223566,clear
-3.237686771985102,-7.5707717253763285,-0.007583743871514836,1.566045730803717,-0.7074629134420664,-6.636206436332844,clear
-3.0955868341074066,2.826482516878994,20.608875394727445,-0.04271301404688743,-0.7975091281584022,-2.248626813815851,clear
0.39078263781189454,5.8001418744178626,-1.6116483590015913,-0.009695079098770348,0.31928689457543225,1.1785187537025315,pet_waste
1.342849763419732,-12.198229285790973,46.58613912337507,-1.3712317945815544,-0.15702650577552676,7.616025771861249,cable
8.357203991153442,6.45875698053966,-1.8433515953622455,-3.556815956060048,-1.3553962308339444,1.5186481919997208,clear
1.4296637576755102,-3.5702998065086455,-34.533396563068905,1.2405453230680223,-0.4392308775183632,-7.663646913726146,clear
-6.364255906817017,6.364033238961567,36.664245312174586,1.501713584862834,2.0416395409873203,9.159538246950039,cable
-3.8713064928780976,-13.618409786486831,-42.044073984684616,3.656962955017695,-1.2368164462562203,-17.438483217142483,clear
-0.29757460239085315,-14.141753649177955,18.704425696817616,-0.06777057360251107,-1.3119738392158289,-3.5311044056224143,clear
-4.036340049820177,25.581751294911342,-41.375850576460195,1.2430181371054403,-1.0387908369653256,-13.612980480305763,cable
0.9249279918512932,9.993714395214528,-12.900953733749239,0.18408950472355595,0.7224537173779233,1.4407911703560012,sock
-1.9718964335531697,8.889283496979655,1.1078285320528707,0.535781691169048,0.413110700063122,0.268445914030871,shoe
-1.3363522023150485,-14.370751178909003,31.980092539252848,-0.030466270485262514,-0.8563907155186198,-0.23108116200036818,clear
1.258259026154107,-47.8569706830632,-49.85671022238055,7.375323649032255,5.175137276992201,7.566414975557273,tissue
-1.9212260257266947,-7.653006427639063,-49.464290028056446,2.3051615125483633,-2.538757495794786,-21.699681140364145,sock
-3.0737405364757486,46.213536937580066,-40.33716547921657,-0.6798278052052391,-1.5055407361435051,-12.782119160209868,cable
-0.20231768175655468,-4.3733215172775655,4.684787189133553,0.5529039678225441,0.23021158686362767,0.6893431043648778,tissue
0.08596689850465251,-21.920256908412426,-32.51797547270342,2.7884358767859556,-0.4795142364033794,-10.035545446089833,clear
-1.488758070067129,14.677851095708165,-60.5298947514839,3.8334135084178054,3.2566734824206893,0.7608609615746034,shoe
-1.1244547868780828,-17.584918275936086,5.830718227208463,1.3064711614448155,-0.5763649715408105,-4.0381189915310385,clear
-3.3939905898050027,-7.449524778920365,-25.356890362776788,3.0544334738757564,0.1661382175558607,-8.056297266152118,clear
-0.48423407762226056,3.5116614607350547,18.992525593229875,-0.937207520196503,-0.8350000515284993,-0.40927189989618,clear
-2.9180378366356443,18.173784260277316,-27.511285908525174,1.8483513741164312,1.3093738001718578,-1.620668198135543,shoe
5.003106315501448,-18.663630146518866,32.196673531189205,-1.8715213771287331,-0.6968279851290443,5.49658251313463,clear
-5.762530227572985,-32.202472740052016,48.78280152147883,3.3917017485645062,2.261301007191243,9.7243198927607,pet_waste
-1.085137767548643,-0.1139663301470703,9.903433646520401,0.22371912120517645,-0.08192053460312373,0.02674645894462327,shoe
4.6479635826124355,-26.193221734663684,11.642204620251436,-0.3128535839068921,-0.46662386092779806,1.7050147788441474,clear
-6.48370799329605,-14.071151918589353,-19.497484966290997,3.5602452367020407,-1.4546957618854814,-16.391220607801554,cable
-2.71075443743993,-12.171101772374818,5.03874474857607,1.4493567196549966,-0.7629765480989624,-5.832751517534371,clear
0.4929459719658342,-1.5548299093794613,54.03775109675821,-2.1596834877273143,-0.3464306083914531,8.36804512959356,cable
0.7363480988425675,-23.283152588836806,47.91488445993111,-0.7460974508314671,-0.691378256832326,4.409612635252626,clear
-5.829893546072004,-22.6225011892253,7.611376901315802,2.9698887338017577,-1.0319339976781703,-9.879405952687446,clear
6.061842618389532,29.050655679489388,34.974082611149974,-4.634546883898533,1.042839135613829,17.375615686870276,sock
-3.725471669514604,28.685372908343044,-17.5465968456527,-0.0428675424543257,-1.0391142792737202,-8.716029648660813,clear
-3.148670356899329,13.642860586307929,-29.762659593177307,2.1343411848256992,0.9208504597278199,-4.08805687221799,shoe
-0.026936152543332523,8.29621225360824,-7.331445173265731,0.41504627709104314,0.7702543759036442,1.7057698724032744,pet_waste
-6.164395779604415,-1.07576235402527,-46.62692449322368,4.596179384098527,0.4417030620897372,-12.773318664311928,clear
5.589475114878888,-5.335639102850317,17.55267195222607,-2.735939278842968,-1.570006366038924,0.9749528549636293,clear
